NameKlinik,Titel,DatumBewertung,Fachbereich,Erfahrungsbericht,Gesamtzufriedenheit,QualitätBeratung,MedizBehandlung,VerwaltungAblaeufe
DIAKOVERE Henriettenstift,"Warnung vor Station! Arzträume im EG modern
Diese Bewertung geht nicht in die Gesamtbewertung ein",07.07.2012,Nuklearmedizin,"Fassungslos ob der Zustände in der Nuklearmedizin, sobald man nach der sehr modernen Aufnahmestation eingewiesen ist zur Radiojodtherapie: Für die gesamte Station gibt es eine einzige Dusche, die auch wieder nach Jahren, siehe meine Vorredner, als ""defekt"" abgeschlossen blieb. Dazu eine Patiententoilette für die gesamte Station!! Defekt!! Wir müssen jetzt die Belegschaftstoilette benutzten, alle zusammen! Wir bekommen Abführmittel, alle gleichzeitig! Müssen wir weiterreden??
Dazu kommt, dass die strahlenden Patienten aufgefordert werden, in einem Gemeinschaftsraum zu essen, wo es einen Wasserkocher gibt, der aber mit Wasser aus den Zimmern mit extra schweren Türen in kleinen Tassen her geholt werden muss, denn es gibt überhaupt keine Thermoskannen oder andere Kannen. Wie schon andere zuvor berichteten, das Waschbecken in diesem Zimmer wurde abmontiert! Die Betten in den Zimmern stehen 1,2 m auseinander! Drangvolle Enge, glücklicherweise habe ich 40 Euro pro Tag für Einzelbuchung akzeptiert, wobei ich sehe, dass dieses Bett sowieso nicht belegt worden wäre.
Die Beratung durch den Prof. kann ich noch nicht beurteilen, die Wahrheit kommt erst am Montag, der Entlassung.
Unmöglich fand ich den Oberarzt, der sich gesperrt hat, mir gegen die durch die künstliche Unterfunktion der Schilddrüse verursachte, grauenhafte Migräne wirksame Triptane zu besorgen. Erst nach eindringlichem Drängen habe ich dann nach ganzen 7 Stunden endlich ein Medikament bekommen!! Geichzeitig bezeichnete er es als ""typische Nebenwirkung"" der Thyrogen-Spritzen der zwei Tage vorher. Warum hat er solche Medikamente dann nicht vorrätig?
Man bekommt nicht gesagt, wann das Essen da ist. Das Essen ist eine Zumutung! Ungenießbare Erdbeeren, die schon vergoren + verdorben sind, mehrfach hintereinander. Echtes fades Krankenhausessen! Saucen auch für Salat eine Zumutung! Geschmacksneutrale Mehlpampe!
Anmeldung lief wie bei Vorrednern: Ewiges Warten, trotzdem niemand in Bearbeitung war.",star-0,star-2,star-2,star-0
DIAKOVERE Henriettenstift,"Tolle Behandlung,freundliches Personal,Super Ärzte .....
Diese Bewertung geht nicht in die Gesamtbewertung ein",28.06.2012,Unfallchirurgie,"Bei mir wurde im Juni am Fuß ein Tarsaltunnelsyndrom operiert. Ich wurde im Henriettenstift sehr freundlich aufgenommen. Hatte mein Zimmer auf Station 2 der Unfallchirurgie. Die Pflegekräfte auf dieser Station waren immer sehr freundlich, hilfsbereit in jeder Hinsicht und sehr fleißig. Auch mit der Behandlung und Aufkärung der für mich zuständigen Ärzte war ich sehr zufrieden.Die Zimmer auf dieser Station sind allerdings schon sehr alt,aber ordentlich. Das Essen war ok.",star-4,star-6,star-6,star-6
DIAKOVERE Henriettenstift,"Nie, nie wieder
Diese Bewertung geht nicht in die Gesamtbewertung ein",25.06.2012,Entbindung,"Die 2. Entbindung sollte auch wieder im Henriettenstift sein, da ich nach der 1. in 2007 zufrieden war. Nun aber nie wieder. Obwohl angemeldet, musste mein Mann alles noch einmal beim Pförtner ausfüllen. Wunsch nach einer PDA wurde nicht entsprochen - erst hieß es: es ist noch Zeit und nach langem Alleinlassen mit meinen Mann, war es auf einmal zu spät. Auch im Kreißsaal waren wir meist allein - und dass obwohl die vorherige Geburt ein Kaiserschnitt war - hat aber dort niemanden wirklich interessiert. Schließlich griff der OA dann zur Schere und schnitt. Eine kurze Ankündigung oder kurze Anrede- vor allem auch für meinen Mann - wäre toll gewesen. Ich kam mir vor wie Vieh. Glücklicherweise hatte der OA selbst einen Arzttermin, so dass das Nähen eine nette, kompetente Assistenzärztin übernommen hat. Nachsorge im KK schlecht. Auf die Untersuchung zur Entlassung musste ich regelrecht drängen. Da wurde ein riesiges Hämatom entdeckt (daher kamen also die starken Schmerzen, die irgendwie nicht ernst genommen wurden) - rechtzeitiges Kühlen hätte Wunder gewirkt, so hatte ich noch Monate was davon. Dafür gab es bei der Entlassung, den Rat, ich sollte mir dafür Arnica C30 oä. besorgen. Gegen die unerträglichen Schmerzen wegen des Hämatoms hat mir meine FA dann endlich was verschrieben und auch meine Hebamme hat sehr geholfen. Die konnten die unzureichende Betreuung im KK etwas ""ausbügeln"". Die Schwestern im Kinderzimmer waren sehr nett und hilfsbereit (bis auf eine, die so nach Rauch gestunken hat, als sie das Baby brachte) und auch die Schwestern der Station waren immer freundlich. Bei der 1. Entbindung hatte ich mehr das Gefühl als Patient auch bei den Ärzten willkommen zu sein - der Chef kam jeden Tag persönlich und tauchte nicht nur tgl. auf der Rechnung auf.",star-2,star-0,star-0,star-0
DIAKOVERE Henriettenstift,"Nicht nochmal
Diese Bewertung geht nicht in die Gesamtbewertung ein",14.06.2012,Entbindung,"Bei der Entbindung ewig mit meinem Mann allein gewesen. Hebamme schaute ab und zu rein.
Als es ihr nicht schnell genug ging (Habe gleich Feierabend). Legte sie trotz heftiger Wehen noch einen Wehentropf. Mutter und Kind kamen in Stress: Folge: Notkaiserschnitt. Dabei hat Baby noch das Skalpell an den Kopf bekommen.
Nie wieder. Unsere zweite Tochter kam mit einer geduldigen Hebamme als entspannnte, wenn auch nicht geplante Hausgeburt, auf die Welt.",star-2,star-4,star-2,star-6
DIAKOVERE Henriettenstift,"Ein zufriedener Patient
Diese Bewertung geht nicht in die Gesamtbewertung ein",16.05.2012,Unfallchirurgie,"Ich hatte eine totale Hüft-OP.
Vorher:Erhebliche Schmerzen beim Gehen, Socken anziehen oder Fußnägel schneiden unmöglich, Autofahren gefährlich.
Nachher:alles ist wieder normal. Der Antrittsschmerz nach längerem Sitzen oder Liegen ist nach 5 Monaten fast verschwunden.
Vielen Dank an die Ärzte,insbesondere auch an den CA, für die
sehr gute Behandlung. Dank auch an die Schwestern und Pfleger.
Ich war sehr zufrieden.",star-4,star-6,star-6,star-4
DIAKOVERE Henriettenstift,"NIE WIEDER!!!!!
Diese Bewertung geht nicht in die Gesamtbewertung ein",02.05.2012,Mund/Kiefer-Chirurgie,"Mir wurden im März in Vollnarkose die Weißheitszähne gezogen.
Als ich aus der Narkose langsam wieder aufgewacht bin, musste ich mir von der Schwester im Aufwachraum anhören, dass ich doch einpaar Speckrollen zu viel hätte. Also ich habe vielleicht 10kg zu viel drauf, aber das muss ich mir nicht anhören, wenn ich schmerzen habe. Danach wurde ich auf Station geschoben, in die letzte Ecke. Niemand ist gekommen und hat meine Infusion aufgehängt oder mir ein Kühlakku gebracht. Meine Mutter musste sich um alles kümmern.
Der Einzige der sich um mich bemüht hatte, außer meine Mutter, war der Anästhsist. Der war echt Super. Den Operateur habe ich erst danach kennengelernt, bzw. gesehen, denn vorgestellt hat der sich auch nicht.
Ich war dann 2,5 Wochen krank geschrieben, obwohl es eigendlich nach 1ner Woche wieder gut sein sollte. Es sind jetzt 2 Monate vergangen, meine Zunge ist immer noch taub und mein normaler Zahnarzt schockiert!!! Echt traurig was da abgeht!!!
NIE WIEDER!!!!",star-0,star-0,star-0,star-0
DIAKOVERE Henriettenstift,"Unfreundlich, unproffessioneller Umgang mit Demenzkranken
Diese Bewertung geht nicht in die Gesamtbewertung ein",17.04.2012,Unfallchirurgie,"Mein Mann, stark Demenz erkrankt und Bewohner einer Pflegeeinrichtung, wurde nach einem Krampfanfall und daraus resultierendem Sturz mit Platzwunde unter dem Auge in die Notfallaufnahme dens Henriettenstifts eingewiesen.
Da ich nicht in Hannover war, habe ich versucht, telefonisch Infomationen zu bekommen. Nach Rücksprache mit einer Schwester der Notfallaufnahme, wurde lediglich die Wunde versorgt, ud die Rückverlegung durch den behandelnden Arzt angeordnet. Auf meine Nachfrage, ob die Krampfsymthome berücksichtigt wurden, wurde kurz und bündig erklärt, dass der Arzt das schon beurteilen kann und demnach die Rückverlegung in Ordnung ist. Danach habe ich die Schwester über die Ursache des Sturzs informiert und gebeten, unter dieser Kenntnis noch einmal die Entlassung zu prüfen. Die Antwort war eher schnippisch, dass man keine Zeit hätte, so lange zu telefonieren. Darauf hin habe ich nochmals festgehalten, dass nun die Ursache bekannt ist, dass mein Mann gern für eine Nacht als Privatpatient in der Klinik zur weiteren Untersuchung bleiben kann. Sollte der Arzt allerdings die Entlassung befürworten, so würde ich das selbstverständlich akzeptieren.
Der Arzt rief dann innerhalb von 15 Minuten zurück und betonte, dass er von der Unfallursache keine Kenntnis hatte, nun aber einen Internisten hinzuziehen würde. Trotzdem wurde mein Mann kurz danach in die Pflegeeinrichtung zurückgebracht.
Eine Woche später, nach erheblicher Verschlechterung des Allgemeinzustandes, wurde eine weitere Enweisung durch den behandelnden Arzt zum CT und einer Rückenmarkspunktion in die MHH vogenommen.
Das hätte man bereits im Henriettenstift vornehmen können. Es hatte für meinem Mann als Demenzkranken eine unnötige Belastung zur Folge.",star-0,star-0,star-0,star-0
DIAKOVERE Henriettenstift,"Notfall-Chirurgie Station 5 - Abszessausscheidung
Diese Bewertung geht nicht in die Gesamtbewertung ein",14.04.2012,Unfallchirurgie,"Vom 1. 4. 2012 bis einschl. 13. 4. 2012 musste ich aufgrund eines Abszesses am Unterschenkel ins ""HENRI"". Notaufnahme, Stat. 11 und anschl. Station 5 begegnete mir n u r freundliches, kompetentes Pflegepersonal. Stat. 11 (Zwischenstation) ist im alten Trakt untergebracht und demzufolge nicht SO optimal. Besonders die Sanitärsituation ist sanierungsbedürftig.

Anders dann auf Station 5 - Chirurgie. 2-Bett-Zimmer, modern, hell, Sanitäranlage direkt neben dem Zimmer. Das Ärzte- und Pflegeteam absolut kompetent, freundlich - erklären, trotz Total-Überlastung, jedem Patienten, entsprechend seiner geistigen Qualifikationen (was ich für sehr wichtig halte), Diagnose, Maßnahmen und Heilungsprozess.

Die Betreuung und Pflege durch das ebenfalls überforderte Pflegeteam ist sogar in Stresssituationen, oder auch bei ""anstrengenden"" Patienten, immer professionell und freundlich. Erholsam, wenn trotz Überforderung auch mal gelacht wird.

DANKE für die gute Betreuung an dieser Stelle.

Besonderen DANK möchte ich ebenfalls an dieses kompetente, professionelle SUPER-Ärzte-Team richten - (da ich keine Namen nennen darf, benenne ich Positionen) Stations-, Fach- und Chefarzt treten jedem Patienten mit Respekt und Achtung gegenüber - auch Kassenpatienten - ""auf Augenhöhe sozusagen"", was ich im direkten Vergleich als besonders angenehm wahrgenommen habe.


Als ""nicht so positiv"" - unflexibel - habe ich die Küche empfunden, die sich nicht im Haus befindet, sondern angeliefert wird. Moderne Technik, außer Zweifel - jedoch Flexibilität ? . . . Fehlanzeige. Bis eine Änderung der Kost realisiert werden kann, dauert es 24 Stunden, was dann auch nicht wirklich gleich umgesetzt wird. Gewürze fehlen - das Essen ist selten pikant. Zu wenig Gemüse, was ja gesund(er) ist! Nachwürzen? Wenn, dann nur mit Salz! Schade! In einem Krankenhaus, wo Patienten gesunden sollen, wäre eine moderne, gesunde, ausgewogene Küche empfehlenswert.

Fazit:
Das ""HENRI"" als ""Gesundungshaus"" sehr empfehlenswert,
wenn der Anspruch an Küche niedrig ist.",star-6,star-6,star-6,star-4
DIAKOVERE Henriettenstift,"Profis am Werk!
Diese Bewertung geht nicht in die Gesamtbewertung ein",13.04.2012,Mund/Kiefer-Chirurgie,"Guten Tag zusammen,
mir wurden vor einigen Tagen alle 4 Weisheitszähne entfernt. Dabei war einer der 8er im Unterkiefer in einer stark verlagerten Position mit umgebener Zyste, die bereits Knochensubstanz am Unterkiefer zurückgebildet hatte. Die Lage zwischen den Nervensträngen war so kompliziert, dass der Eingriff unter Vollnarkose stattfinden musste.
Nachdem ich erst in einer anderen Klinik vorstellig war, habe ich mir auf Empfehlung meiner Zahnärztin eine Zweitmeinung im KH Henriettenstiftung eingeholt, was im Nachhinein ein Glücksfall war! Das sehr kompetente Ärzteteam hat völlig unabhängig von den bereits vorliegenden OP Plänen eine wesentlich schonendere Art der Entfernung, ohne zusätzlichen Zugang von außen und der damit verbundenen notwendigen Verstärkung des Unterkiefers mit einer Titanplatte, die nach einem halben Jahr auch noch wieder entfernt werden sollte, erarbeitet. Hierbei wird auf jahrzehntelange Erfahrungen zurückgegriffen, die dann im Sinne des Patienten und nicht im Sinne des maximalen Profites Verwendung findet! Ich würde mich jederzeit wieder vertrauensvoll an dieses Team wenden!
Auf den Stationen geht es leider nicht ganz so reibungslos zu Werke. Das liegt meiner Meinung nach aber ausschließlich an dem akuten Personalmangel! Die Schwestern haben kaum eine Chance ihren Zeitplan einzuhalten, versuchen aber alle so gut es eben geht, die Patienten zu betreuen. An dieser Stelle sei betont, dass man sich in dieser Klinik als Mensch gut aufgehoben fühlt. Ich hatte niemals den Eindruck nur eine Nummer zu sein, wenn sie wissen, was ich meine.
Der Komfort auf den Stationen ist sehr unterschiedlich. Die Gebäude bestehen zum Teil aus Alt- und Neubauten. Ich hatte einen Fernseher auf dem Zimmer. Es gab aber auch Bereiche wo nur ein Gerät auf dem Flur stand. Es gibt laute Zimmer zur Straßenseite und sehr ruhige zum Hof hin. Wenn man etwas Glück hat, erwischt man, wie in meinem Fall, sogar als Kassenpatient ein Doppelzimmer.
Das Essen ist Geschmackssache. VG",star-6,star-6,star-6,star-4
DIAKOVERE Henriettenstift,"Die Pflege während des Klinikaufenthaltes war hervorragend
Diese Bewertung geht nicht in die Gesamtbewertung ein",06.03.2012,Onkologie,"Über Weihnachten und Silvester 2011/12 war ich Patient für 3 Wochen Intensivstation und 2 Wochen Normalstation. Die Pflege war hervorragend. Sowohl bei Therapien als auch in speziellen Bereichen wie Logopädie, Bewegung etc. gab es keinerlei Ansatz zu Kritik. Das Essen wurde meiner Speiseröhrenkrebs-OP angepasst, welches eine große Hilfe war. Zimmer OK. Bewegungstherapien im Flurbereich halfen mir sehr. Das Personal war sehr freundlich und hilfreich.",star-6,star-6,star-6,star-6
DIAKOVERE Henriettenstift,"komplette Entfernung der Schilddrüse
Diese Bewertung geht nicht in die Gesamtbewertung ein",05.03.2012,Chirurgie,"Sehr kompetentes Pflegepersonal, sehr gute Ärzte,
immer Freundlich
Trinken ( Wasser, Tee ) immer vorhanden,
2 Bett Zimmer, sehr gut
Essen okay
Die Narkoseärzte sind sehr gut mit meiner Angst umgegangen und haben mich sanft einschlafen lassen. Super.",star-6,star-6,star-6,star-4
DIAKOVERE Henriettenstift,"beim nächsten Mal wieder
Diese Bewertung geht nicht in die Gesamtbewertung ein",22.02.2012,Entbindung,"Während des gesamten Aufeenthalts haben wir uns in sehr guten Händen gefühlt. Ärzte, Hebammen und Schwestern haben uns stets Sicherheit vermittelt. Obwohl die Station sehr voll war, hat man keinen Stress gespürt.
Kreißsäle und Station sind schön gestaltet.",star-6,star-4,star-6,star-4
DIAKOVERE Henriettenstift,"Super Personal
Diese Bewertung geht nicht in die Gesamtbewertung ein",16.02.2012,Unfallchirurgie,"Ich habe schon zweimal in Henri gelegen. Das erste mal auf der Station 5 das zweite auf der 2. Ich muß sagen die 5 ist modern aber das personal auf der 2 ist noch einen Tick netter als auf der 5. Was die Ärzte betrifft so hat mich beide mal Dr. Rastan operiert
Ich habe eine Oxford-Schlittenprothese bekommen, nach der ersten op war alles gut. Aber nach 8-9 Monaten bekam ich starke schmerzen, sie hatte sich gelockert. Ich bin in Februar dann noch mal operiert worden und bin zufrieden. Wer über das personal schimpft der soll mal eine Woche dort arbeiten, der weiß dann vielleicht wie schwer das ist, immer in Wechselschicht, immer nett, immer ruhig, immer hilfsbereit zusein. Das Ganze auch noch mit immer weniger Personal zu schaffen. Der Arzt steht oft über 30 Stunden in Dienst. Wer das alles schafft der bekommt eine warmen Händedruck und ein danke schön. So jetzt können alle mal nachdenken wie das so ist. Das Essen war als ich 2010 da war echt gut, aber es wurde ende 2010 ausgelagert. Seitdem ist es echt eine zumutung. Aber das liegt an denn Kosten die Kassen zahlen immer weniger an die Krankenhäuser, es wir alles abgebaut, nur die Patienten werden nicht weniger.",star-4,star-4,star-4,star-4
DIAKOVERE Henriettenstift,"Sehr gute medizinische Beratung und Versorgung
Diese Bewertung geht nicht in die Gesamtbewertung ein",15.02.2012,Mund/Kiefer-Chirurgie,"Von dem ersten Termin bis zur Nachbehandlung: Sehr freundliche Ärzte, die sich auch bei Stress viel Zeit nehmen umfassend aufzuklären und sich wirklich auf den Patienten einstellen. Das Team wirkte sehr kompetent, eine Kieferrevision verlief bei mir reibungslos. Das Zimmer hatte nur eine Waschecke, WC auf dem Flur. Das Essen ist unbeschreiblich - im negativen Sinne. Andere Häuser bieten Kaffee, Tee Gebäck an - hier nur warmer Muckefuck. Wegen der guten medizinischen Versorgung und des stets freundlichen Pflegepersonals würde ich dennoch wieder den Henriettenstift wählen. Tipp: Besucher um Care-Paket bitten.",star-4,star-6,star-6,star-6
DIAKOVERE Henriettenstift,"Gut, in Ordnung, kann man aushalten
Diese Bewertung geht nicht in die Gesamtbewertung ein",15.02.2012,Orthopädie,"Wurde vom Orthopäden dahin Überwiesen mit einem Defekt in rechten Sprunggelenk. Wurde dort gut beraten und habe mich zur OP entschlossen. Leider haben die Ärzte auch hier wie wo anders auch recht wenig Zeit für den Patienten.
OP gut verlaufen, guter Ablaufplan mit der Organisation.
Essen war OK, allerdings wenig betreuung.
Nettes Personal und nette Ärzte.
Alles in allem doch gut.",star-4,star-4,star-4,star-4
DIAKOVERE Henriettenstift,"Schilddrüsenentfernung
Diese Bewertung geht nicht in die Gesamtbewertung ein",13.02.2012,Chirurgie,"Mir wurde die Schilddrüse entfernt. Die Betreuung vorher und nach der OP auf der zuständigen Station durch Ärzte und Pflegepersonal war kompetent, nicht verzögert und einfühlsam. Damit war ich sehr zufrieden.

Ich hatte ein Einzelzimmer, obwohl ich kein Privatpatient bin und die Ruhe in dem Zimmer hat mir sehr gut getan.

Nicht so gut war, dass ich dass Bad mit dem Zimmernachbarn,einem fremden Mann(ich bin weiblich) teilen musste. Das Essen war nicht wirklich gut und vor allem mehr oder weniger unappetitlich angerichtet.",star-4,star-6,star-6,star-4
DIAKOVERE Henriettenstift,"kompetente Hilfe durch die Ärze, sehr nettes engagiertes Pflegeteam
Diese Bewertung geht nicht in die Gesamtbewertung ein",24.01.2012,Kardiologie,"Wegen Herzproblemen wurde ich notfallmäßig im Henriettenstift behandelt: Sehr zügige, ruhige und kompetente Aufnahme in der Notfallambulanz, gute und sehr komptente Betreuung durch die Ärzte, äußerst engagiertes Pflegeteam auf der IMC - Station, das nach klaren Standards zuverlässig und zugewandt gearbeitet hat. Auch die Betreuung im Herzkatheterlabor war sehr nett, beruhigend und fachlich kompetent. Hier weiß man sich in guten Händen!",star-6,star-4,star-6,star-6
