Name der Klinik,Bewertung,Sternebewertung,Zufriedenheit,Polarity Level,Polarity Stimmung
DIAKOVERE Henriettenstift,"Nach längerem Suchen und einer weniger guten Erfahrung bei einem Kinderzahnarzt haben wir unseren 4-jährigen Sohn hier in der Mund- und Kieferchirurgie behandeln lassen. Ihm wurden unter Vollnarkose zwei Backenzähne gezogen und drei weitere Zähne gefüllt. Von der Terminvergabe an bis hin zur Nachversorgung fühlten wir uns hier sehr gut aufgehoben und beraten. Da die Klinik nicht das volle Leistungsspektrum, wie z.B. bei einem Kinderzahnarzt anbietet, wurde bereits zur Beratung die kieferorthopädische Abteilung hinzugezogen. Dort wird unser Sohn nach dem Abheilen der Wunden weiterbehandelt. Vielen Dank! Wir werden die Klinik gerne weiterempfehlen!",5,Positiv,0.18571428571428572,Positiv
DIAKOVERE Henriettenstift,"Freundliches Personal und modernes Klinikum. Der ""kleine Park"" auf der Rückseite ist für mobile Patienten und auch für Mitarbeiter an einem sommerlichen Tag Gold wert! :)",4,Positiv,0.5666666666666667,Positiv
DIAKOVERE Henriettenstift,Selten so freundliche Menschen erlebt,5,Positiv,1.0,Positiv
DIAKOVERE Henriettenstift,nein,2,Negativ,0.0,Negativ
DIAKOVERE Henriettenstift,"Ich wurde am Empfang sehr gut informiert wie ich in die neue Chirurgie komme, z.B. Stat. 5 . Alle Personen waren nett und freundlich,  was mir auch von den Patienten bestätigt wurde.",4,Positiv,0.6333333333333333,Positiv
DIAKOVERE Henriettenstift,"Ich sitze in der Notaufnahme mit Atemnot und Schmerzen, aber es werden Leute vorgelassen die total gesund aussehen und später da waren als ich. Sehr inkompetent und unverständlich!",1,Negativ,0.0,Negativ
DIAKOVERE Henriettenstift,"Super unfreundliche Ärztin beim MRT (nicht beim Empfang). Ich Frage höflich, ob ich evtl. bei der Übersetzung behilflich sein kann und werde angepampt, warum ich denn helfen wolle. Sie mache das auf Englisch, wo sei denn das Problem und warum solle ich helfen. Das ganz dann in einer dementsprechenden Tonlage, als wäre ich heiß darauf den Dolmetscher zu spielen. Dabei half ich bereits bei Empfang einem fremden und nicht meinem eigentlichen Freund, mit dem ich dort war. Allein deshalb: Nie wieder!",1,Negativ,0.2,Positiv
DIAKOVERE Henriettenstift,"Schrecklich unfreundliche, inkompetente, freche, genervte, zickige und überhebliche Krankenschwestern.  Am Morgen vom 17.12. dort gewesen.  Furchtbares Personal.  Das schlechteste Krankenhaus in Hannover.  Leider schon  immer in schlechter Erinnerung gehabt diesen Laden.  Notfallaufnahme unter aller Sau.  Nach wie vor.  Fahrt lieber paar Minuten länger und lasst euch von freundlichen und hilfsbereiten Menschen helfen als in diese Anstalt Für schwer-erziehbare Krankenschwestern zu gehen.",1,Negativ,-0.24375000000000002,Negativ
DIAKOVERE Henriettenstift,Krankenhaus nicht sodern Schlachthaus. Ich hasse dieses Schalchthaus,1,Negativ,0.0,Negativ
DIAKOVERE Henriettenstift,"Ich habe mit dem Henriettenstift nur gute Erfahrungen gemacht. Vor ca 1 Monat wurde ich dort operiert und stationär aufgenommen. Zuvor war ich einige Male dort um mich beraten zu lassen und die nächsten Schritte zu besprechen. Schon in der Zeit vor der Op, habe ich mich zu jeder Zeit gut beraten gefühlt. Die Ärzte, die mich in dieser Zeit betreut  und später auch opertiert haben, sind wirklich toll. Sowohl menschlich als auch fachlich. Und auch der ganze Ablauf vor und nach der Op war sehr gut organisiert.  Auf der Station, auf der ich mich nach der Operation befand waren alle sehr freundlich. Ich kann mich nicht erinnern auch nur für einen Moment Schmerzen gehabt zu haben. Daher ein großes Lob und vielen Dank an alle!  Und selbst bei der Nachsorge wird man nicht allein gelassen.  Ich kann den Henriettenstift nur jedem empfehlen und kann die zum Teil schlechten Bewertungen hier überhaupt nicht verstehen.",5,Positiv,0.5874999999999999,Positiv
DIAKOVERE Henriettenstift,"Tja da denkt man es kann einem nicht passieren und liegt 2 Monate später selber hier.  Es ist sicher kein Ort an dem jemand seine Zeit verbringen möchte aber kurz zu meinem Aufenthalt.  Vom ersten Tag Vorbesprechung -Operation und Nachbehandlung kann ich nur sagen Top. Schneller Ablauf -sehr gute Erklärung während der ganzen Zeit und super freundliche Behandlung von allen Mitarbeitern.  Ganz grossen Gruss an Station 5 alle super freundlich, wirklich kein einziger negativer Punkt . Es wurde sich super gekümmert.  Weiter so .  Zu einigen negativen Bewertungen : Ich arbeite selber im Dienstleistungsgewerbe und bin immer sehr freundlich ,aber manche Menschen denken echt Sie sind die einzigsten um die sich gekümmert werden muss.  Ich möchte diesen Job nicht machen und finde es echt toll das es Leute gibt die sich dafür entscheiden. Und jeder hat mal einen guten und schlechten Tag.Es kommt sicher auch auf die Art und Weise an wie man jemanden gegenübertritt .  Gruss Dennis P.",5,Positiv,0.43712121212121213,Positiv
DIAKOVERE Henriettenstift,"Dank dem Personal des Henriettenstiftes war mein kurzer Aufenthalt und die OP sehr angenehm zu ertragen. Diese Erfahrung begann beim allerersten Kontakt in der Aufnahme, begleitete mich enspannt durch die OP und endete in der Station 5. Wirklich alle Mitarbeiter / innen waren ausgesprochen freundlich, hilfsbereit und vermittelten nie den Eindruck, nicht genug Zeit für mich als Patienten zu haben.Auch der behandelnde, sehr freundliche und empathische Chirurg der Station 5 erklärte vor der OP und danach alle Schritte und war jederzeit ansprechbar. Es war wirklich auffällig, wie jeder vom Team des Krankenhauses einen guten Job im Sinne des Patienten gemacht hat.",5,Positiv,0.5925,Positiv
DIAKOVERE Henriettenstift,Die Betreuung während der Schwangerschaft super. Es wurde immer ausführlich untersucht und man wurde auch immer ernst genommen. Die Hebamme während der Geburt war hervorragend und blieb extra noch länger bis meine Beiden da waren. Einer der Ärzte hingegen hat mich dagegen mehrfach angeschrien und gedroht das alle den Kreißsaal verlassen wenn ich mich nicht zusammen reiße. (Sorry das eine Geburt nun mal sch... weh tut) Das fand ich ganz schön erschreckend. Die Schwestern auf der Station waren sehr freundlich und stets hilfsbereit. Die Hygiene hingegen ist unter aller Würde. Mir ist in der Nacht zum Freitag die Fruchtblase im Zimmer geplatzt und es wurde am Sonntag das erste mal gewischt und das nur weil wir die Putzfrau darum ausdrücklich gebeten haben. In einem Krankenhaus und mit Neugeborenen ein absolutes No Go.,3,Positiv,0.12777777777777777,Positiv
DIAKOVERE Henriettenstift,"Hallo, das Krankenhaus gefällt mir  nicht Überhaupt nicht organisiert. Sollten besser ihre Besucher  bedienen Das ist meine Meinung",1,Negativ,0.0,Negativ
DIAKOVERE Henriettenstift,Unfreundliche Ärzte und lange wartezeiten 0 Einfühlsvermögen.Jeder kann studieren aber diese „Ärzte“ wie sie sich nennen haben sich meiner meinung nach ihewn Beruf falsch gewählt.Was die Ärzte teilweise von sich geben ist echt unterste Schublade.Man wird Samstag/Sonntag nicht behandelt und muss 2 Tage sinnlos warten.. echt traurig,1,Negativ,-0.6,Negativ
DIAKOVERE Henriettenstift,okay gelaufen,4,Positiv,0.0,Negativ
DIAKOVERE Henriettenstift,"Ich finde es nicht sehr lustig, das ich seit tagen versuche die klinik zu erreichen teilweise stunden lang und niemand ran geht. Dabei meinte mein Artzt ich solle schnell dahin und solle zügig ein termin bekomme können bzw muss, aber das Funktioniert wohl ehr garnicht. Ich soll in die Psychosomatische abteilung damit es mir wieder besser geht und wieder ein leben führen können. Doch wahrscheinlich werde ich nie jemanden ans telefon bekommen oder erst in 6 monaten bis 1 jahr später erst ein termin bekommend, wo es dann zu spät sein könnte",1,Negativ,0.425,Positiv
DIAKOVERE Henriettenstift,"""...weil wir hier keinen operierenden Chirurgen haben und ihn deshalb zurück geschickt haben"" ich fragte sie wann es denn aufgefallen war, dass niemand dort operieren kann und sie sagte ernsthaft ""passiert ihnen doch auch auf der Arbeit oder?"" ...Ernsthaft?? Ich arbeite bei JB am Ecounter und wenn wir Personalmangel haben, bekommen die Gäste dennoch Qualitätsgetreu ihren Essen! Die Aussage der guten Frau ist unterste Schublade und basiert wohlmöglich auf einer 72h Schicht. Anders kann ich mir die Attitude nicht erklären. Ich rief dann auch in der Henriettenstift an um zu erfahren ob man mir mitteilen kann wie lange so eine Knie OP schätzungsweise dauern kann und wie lange er brauchen wird um aus der halben Narkose zu erwachen. 2 Mal teilt mir die gute Frau mit, dass die OP um 11 geplant ist. 2 Mal frage ich sie WIE lange diese dauern wird, worauf sie genervt antwortet, wenn ich denn wüsste wann die OP beginnt, warum ich denn noch nachfrage?! Auch hier basiert die unfreundlichkeit der guten Frau auf einer 72h Schicht oder so. Anders ist das ganze nicht zu erklären! Um 14 Uhr erkundigte ich mich erneut und man teilte mir diesmal sehr freundlich mit, dass er bald aus der OP kommt und er ungefähr gegen 20 Uhr sicher ansprechbar sei. Um 18 uhr als ich endlich frühzeitig feierabend hatte und mich erneut erkundigte, war er ansprechbar und ich fuhr direkt zu ihm. Im KH weigerte sich die Ärztin uns 2 der Spritzen mit zu geben und fragte ob mir das KH Siloah (und ein anderes, welches mir grad nicht mehr einfällt) bekannt sei und ich wüsste was ein ein Hausarzt ist...?! ich fragte sie wiederholt ob er in seinem Zustand extra ins Siloah soll nur um die Spritzen zu bekommen, als sie ENDLICH nachgab und uns 2 mit gab!!!! ""Ich habe Sie heute ganz oft angerufen. Leider sind Sie nicht ein Mal ran"" Daraufhin teilte ich ihr mit, dass ich 1. nicht angerufen wurde und 2. auf der Arbeit war. Kann mir einer erklären was das ganze soll? In welchen Zeitlichen Abständen er die Spritzen nutzen soll, wurde uns auch nicht mitgeteilt. Ich musste mich extra telefonisch noch Mal erkundigen.",1,Negativ,0.09736842105263158,Positiv
DIAKOVERE Henriettenstift,"Wir wurden hier im Sommer abgewiesen mit akuten Rückenschmerzen,sind dann in die MHH.Der Weg war auch umsonst,bei der Behandlung von Schnittverletzungen gut",3,Positiv,1.0,Positiv
DIAKOVERE Henriettenstift,"Den einen Stern habe ich lediglich nur gedrückt, damit ich hier schreiben kann. Meine Großmutter wurde mit einem normalen Zustand eingeliefert, nun liegt sie im Sterben. Eine Woche nach der Einlieferung wollte man mit einem guten Zustand entlassen, ein Tag später hatte sie eine dicke Lungenentzündung. Bereist als sie Fieber hatte und meine Mutter die Ärztin bat, ihr Antibiotika zu geben, sagte sie, bekommen sie immer Antibiotika wenn sie Fieber haben? Ab da ging alles nur bergab!! Über Wochen hat sie nicht mal einer vernünftig gewaschen oder sonstiges. Uns wurde ständig in einem unfreundlichem Ton gesagt, dass sie das KH eher nicht verlassen wird und die Therapie sollte eumgestellt werden! Sie solle nur Morphium bekommen, sie habe ja so viele Krankheiten! Ich habe mich noch niemals so gefühlt wie hier. Sie lag schon oft in einem KH  aber niemand hat uns wie Müll behanelt und versucht, die Therapie zu unterbinden. Wir leben in Europa und gewisse Standards müssen erfüllt werden , auch wenn ein Mensch alt ist, ist er oder sie lange kein Müll sowie die Angehörigen, die einfach für das Leben des Memachen, den sie lieben kämpfen wollen!!!",1,Negativ,0.1722222222222222,Positiv
DIAKOVERE Henriettenstift,"Trotz unterbesetzung haben die Schwestern und pfleger übermenschliches geleistet immer ein Lächeln auf den Lippen und immer freundlich und hilfsbereit ein super Service ein super Team auf Station 1, vielen Dank ich weiß das ich nicht einfach war, danke für alles euer Ralf huttner",5,Positiv,0.53,Positiv
DIAKOVERE Henriettenstift,"Also ich finde das krankenhaus sehr modern. Es gibt aber auch hier leider nette und weniger nette schwestern. Deren Job ist ja auch hart, aber wenn ihr seht, dass ein Patient nett ist, könnt ihr eure wut dann nicht an den arschlöchern auslassen und denen 3x krumm in den arm pieksen? :'( wenn man im kh ist geht es einem doch schon schlecht. Preistipp ist der Kaffeautomat vorm Aufzug im Keller.",3,Positiv,0.046666666666666676,Positiv
DIAKOVERE Henriettenstift,"Das wohl schlechteste Krankenhaus in Hannover. Ärzte, die in der Notaufnahme sorglos frei herumlaufen und Patienten mit Schmerzen und Beschwerden absolut nicht wahrnehmen und alleine lange warten lassen. Bei jeglicher Bemerkung an die Personal ist eine freche Antwort garantiert. Ich kann nur den allgemeinen Zustand auf der 2. Etage bewerten und muss sagen, dass es sich dort eher wie in einer Psychiatrieanstalt aus den 30en Jahren aus den Horror-Filmen anfühlt als in einem anständigen, modernen Krankenhaus. Lassen Sie sich mit der sanierten Empfangshalle nicht täuschen. Richtige Hilfe bekommt man hier nicht, man wird hier lediglich prozessiert. Die schlechteste Entscheidung, die der Rettungsdienstfahrer machen konnte war mich in das Krankenhaus bringen.",1,Negativ,0.34375,Positiv
DIAKOVERE Henriettenstift,"Moin, ich bin dort schon länger in Behandlung, chirurgische Ambulanz und Anfang dieses Monats dann OP mit Intensiv Aufenthalt und Normalstaion. Statiob 3b. Eine Seite des Bettenhauses ist schon renoviert und jedes Zimmer hat auch ein recht ansehnliches grosses Bad. Im unrenoviertem Teil, halt alles auf dem Flur, Dusche, WC. Tja, dies ist halt so, bis das neue Bettenhaus steht. Die vielen negatives Bewertungen kann ich nicht verstehen. Und ich bin selbst Krankenschwester, zwar Jahrelang schon nicht mehr im Beruf aber ich kann das schon objektiv beurteilen.  Man mus sauch bedenken, Das Oststadtkrankenhaus wurde dicht gemacht und so hat auch das Henriettenstift mehr Patienten als es vorgesehen ist. Das da mal etwas auf der Strecke bleibt völlig logisch !  Ich bin Kassenpatienten und jeder Arzt/meist Oberarzt nahm sich viel Zeit , die Schwestern machten Ihren Job,  ok mit Abstrichen. Ich habe kein einziges Mal dort erlebt das jemand in ein Bett gelegt wurde das gebraucht war, das halte ich für eine schlichtwege Lüge. Die haben dort ziemlich gut organisiert einen Betten Putzdienst der sofort bei entlassung eines Patienten aufs Zimmer kommt und das Bett putzt und frisch überzieht. Habe ich mehrfach erlebt und die entlassenen Patienten waren da zum Teil auch noch im Zimmer, halt am Tisch sitzend. So schnell ging das ! Das essen kam pünktlich von einem extra Dienst ausgeteilt und es wurde auch jeden Tag das Zimmer geputzt ! Alles in allem würde ich dort zu jeder zeit wieder hingehen.",5,Positiv,0.284375,Positiv
DIAKOVERE Henriettenstift,"Mein Vater war schon zweimal wegen eines Schlaganfalls in diesem Krankenhaus. Über die Ärzte kann ich mich nicht beschweren.  Auf der Schlaganfallstation war soweit auch alles in Ordnung. Jedoch auf der Station 1A  werden Patienten wie im Straflager untergebracht. Die Zimmer sind in einem verkommenen Zustand und das Personal könnte zum Teil auch besser sein. Ich musste feststellen, dass das männliche Pflegepersonal sehr nett und aufmerksam war,  jedoch  ganz besonders eine Nachtschwester sich daneben benommen hat. Meinem Vater, der aufgrund eines Schlaganfalls, sehr schlecht sehen kann und auch körperlich sehr hinfällig ist, wurde eine Urinflasche in die Hand gedrückt und er musste sehen, wie er zurecht kommt. Dabei ging natürlich etwas daneben. Er wurde daraufhin wie ein Kleinkind getadelt, sie haben auf die Erde gepinkelt, dass machen sie wohl zu Hause auch so. Sie brauchen nicht klingeln , sie können groß und klein in die Windel machen, sie berufen sich nur auf ihr Alter. Mein Vater ist 91 Jahre alt, geistig noch voll auf der Höhe, nur körperlich ist er sehr angeschlagen. Für ihn war das eine Demütigung und seelische Verletzung. Er wurde in ein Zimmer abgeschoben, wo weder Radio noch Fernsehen funktionierte. Er lag allein im Zimmer und musste  sich so behandeln lassen . Ich habe ihn nur mit einer Pampers  und einer Schlafanzugjacke angezogen vorgefunden. Sein Mittagessen klebte ihm im Gesicht un die Urinflasche mit Urin stand in seinem Zimmer. Darüber auf seinem Nachttisch der Nachtisch vom Mittag, ein Stück Kuchen und sonst noch alles Mögliche. Alles sehr lecker und hygienisch. Eine Halterung für die Urinflasche hat er nicht bekommen, weil er sie abreißen könne, wenn er aufsteht. Mein Vater war aber überhaupt nicht in der Lage  sich allein aufzurichten, geschweige denn das Bett zu verlassen. Alle Zimmer auf der Station  müssten dringen renoviert werden. Das Fernsehen und das Radio soll laut Auskunft des Personals in jedem zweiten Zimmer nicht funktionieren. Ich möchte noch erwähnen, dass das Telefonkabel mit einem Klebestreifen an die Steckdose geklebt war, weil es nicht mehr in Ordnung ist. Es geht um Zimmer 112.  Schade, das das gute männliche Personal in so einem Krankenhaus arbeiten muss. Wer sich noch einigemaßen auf den Beinen halten kann, kann damit vielleicht noch umgehen, aber ältere Menschen, die auf die Hilfe anderer angewiesen sind und eine Pflegestufe haben, sind dort hoffnungslos abgeschoben.",2,Negativ,-0.017948717948717944,Negativ
